name,online_order,book_table,votes,location,rest_type,cuisines,listed_in(type),listed_in(city),rating,cost_for_two
Hotel Godavari,Yes,No,222,BTM,Casual Dining,"Andhra, Chinese, North Indian, Biryani",Delivery,BTM,3.9,500.0
Tharavadu,Yes,No,84,HSR,Quick Bites,"Chinese, North Indian, Kerala",Delivery,BTM,3.8,400.0
Onesta,Yes,Yes,9041,Koramangala 4th Block,"Casual Dining, Cafe","Pizza, Cafe, Italian",Delivery,BTM,4.4,600.0
New Kabab Plaza,Yes,No,135,BTM,Casual Dining,"North Indian, Chinese",Delivery,BTM,3.7,500.0
Woody's,Yes,No,208,JP Nagar,Casual Dining,"Chinese, South Indian, North Indian",Delivery,BTM,2.6,650.0
Havmor,Yes,No,37,Jayanagar,Dessert Parlor,"Ice Cream, Desserts",Delivery,BTM,3.8,200.0
Cafe Medley,Yes,No,1059,Koramangala 5th Block,Cafe,"Cafe, Continental, Burger",Delivery,BTM,4.2,800.0
Khana Khazana,Yes,No,22,Bannerghatta Road,Delivery,North Indian,Delivery,BTM,3.7,400.0
Afghani Tandoori Hub,Yes,No,14,BTM,Quick Bites,"Arabian, Afghan",Delivery,BTM,3.6,400.0
Noodle Panda,Yes,No,336,Koramangala 5th Block,Casual Dining,"Chinese, Indonesian, Japanese, Malaysian, Thai, Vietnamese, Momos",Delivery,BTM,4.3,800.0
Biryani Palace,Yes,No,459,HSR,Quick Bites,"Biryani, Hyderabadi, Chinese",Delivery,BTM,3.9,600.0
Thottathil Restaurant,No,No,69,BTM,Quick Bites,"Kerala, South Indian, Biryani",Delivery,BTM,3.8,300.0
Bhojohori Manna,Yes,No,1956,Koramangala 6th Block,Casual Dining,"Bengali, Mughlai",Delivery,BTM,4.1,650.0
Tawa Sagara,Yes,No,122,Jayanagar,Casual Dining,"Mangalorean, Seafood",Delivery,BTM,3.8,700.0
Pappu Da Dhaba,Yes,No,57,Jayanagar,Quick Bites,"North Indian, Fast Food, Beverages, Momos",Delivery,BTM,3.0,400.0
Kulfisthan,Yes,No,5,HSR,Dessert Parlor,Ice Cream,Delivery,BTM,3.4,150.0
Szechuan Dragon,Yes,No,180,HSR,Delivery,"Chinese, Thai, Momos",Delivery,BTM,3.9,600.0
UBQ by Barbeque Nation,Yes,No,5,Koramangala 1st Block,Delivery,"North Indian, BBQ, Biryani, Kebab",Delivery,BTM,3.5,450.0
Mealer.in,Yes,No,701,Koramangala 4th Block,Delivery,"North Indian, Biryani",Delivery,BTM,4.2,450.0
RSS Donne Biryani,Yes,No,59,BTM,Quick Bites,Biryani,Delivery,BTM,3.3,300.0
Juice Junction Food Court,Yes,No,70,Koramangala 6th Block,"Beverage Shop, Quick Bites","Beverages, Juices, Fast Food",Delivery,BTM,3.7,250.0
Panther Cafe,Yes,No,8,BTM,Beverage Shop,Beverages,Delivery,BTM,3.5,200.0
New Mangalore Lunch Home,Yes,No,36,Koramangala 1st Block,Quick Bites,"Mangalorean, Chinese, North Indian",Delivery,BTM,3.7,300.0
Crunch Pizzas,Yes,No,54,HSR,Delivery,"Italian, Pizza",Delivery,BTM,2.6,600.0
Patio 805,Yes,Yes,364,Jayanagar,Casual Dining,"Thai, Vietnamese, Asian, Chinese",Delivery,BTM,4.1,1200.0
Zaitoon,Yes,Yes,1543,JP Nagar,Casual Dining,"BBQ, Arabian, Chinese, North Indian, Desserts",Delivery,BTM,4.1,1000.0
Chatter Platter,Yes,No,29,BTM,Quick Bites,"Street Food, North Indian",Delivery,BTM,3.4,300.0
Cookie Man,Yes,No,100,Koramangala 7th Block,Dessert Parlor,Bakery,Delivery,BTM,4.0,150.0
Brownie Points,Yes,No,25,Koramangala 4th Block,Bakery,"Bakery, Desserts",Delivery,BTM,3.8,300.0
Ustaad Biryani,Yes,No,5,HSR,Delivery,Biryani,Delivery,BTM,3.2,500.0
Lassi Corner,Yes,No,15,Koramangala 5th Block,Beverage Shop,"Beverages, Desserts",Delivery,BTM,3.4,300.0
Biryani Mandra,Yes,No,70,Koramangala 1st Block,"Takeaway, Delivery","Seafood, Salad, North Indian, Biryani, Chinese",Delivery,BTM,3.8,500.0
Lucknowi Dabba,Yes,No,21,Koramangala 1st Block,Delivery,"Mughlai, Chinese, North Indian",Delivery,BTM,3.7,300.0
Call A Cake,Yes,No,41,BTM,Delivery,Bakery,Delivery,BTM,3.6,500.0
Qube Cafe,Yes,No,166,Koramangala 4th Block,Cafe,"Cafe, Desserts",Delivery,BTM,4.2,700.0
Rang De Basanthi,Yes,No,434,Koramangala 4th Block,Quick Bites,"North Indian, South Indian, Chinese",Delivery,BTM,3.7,400.0
The Burger Place,Yes,No,26,Koramangala 1st Block,Quick Bites,"Burger, Continental, Fast Food",Delivery,BTM,3.8,400.0
Little Lucknow,Yes,Yes,235,Koramangala 5th Block,Casual Dining,"Mughlai, North Indian",Delivery,BTM,4.0,800.0
Odissi Restaurant,Yes,No,62,BTM,Casual Dining,"Oriya, Bengali",Delivery,BTM,2.8,500.0
1441 Pizzeria,Yes,No,129,JP Nagar,Casual Dining,"Pizza, Salad",Delivery,BTM,4.1,800.0
Quench The Juice Lounge,Yes,No,18,Jayanagar,Beverage Shop,"Beverages, Juices, Ice Cream",Delivery,BTM,3.6,150.0
Dabba Gosht,Yes,No,7,BTM,"Takeaway, Delivery","Arabian, Middle Eastern",Delivery,BTM,3.5,400.0
Calvin's,Yes,No,22,HSR,"Dessert Parlor, Quick Bites",Desserts,Delivery,BTM,3.8,800.0
Kababish Restaurant,Yes,No,15,BTM,,"North Indian, Chinese, Arabian",Delivery,BTM,3.6,700.0
Smoke - The Sizzler House,Yes,No,94,Bannerghatta Road,Food Court,"Continental, Chinese, Thai, Italian, BBQ, Steak",Delivery,BTM,3.8,1100.0
GrannyzHut,Yes,No,8,HSR,Quick Bites,"Bengali, North Indian",Delivery,BTM,3.4,350.0
The Beer Cafe,Yes,Yes,1168,Koramangala 4th Block,Pub,"Finger Food, Chinese, Italian, Burger",Delivery,BTM,4.2,1300.0
Attic Lounge,Yes,Yes,1229,Koramangala 4th Block,Cafe,Cafe,Delivery,BTM,4.0,700.0
AM WOW,Yes,No,6,Jayanagar,Beverage Shop,Beverages,Delivery,BTM,3.4,100.0
Nati Palace,Yes,No,11,JP Nagar,Quick Bites,"South Indian, North Indian",Delivery,BTM,3.5,200.0
Eagles Pizza,Yes,No,14,Koramangala 7th Block,Casual Dining,"Pizza, Italian",Delivery,BTM,3.6,400.0
Bistro Claytopia,Yes,Yes,1845,Koramangala 1st Block,Cafe,"Cafe, American, Italian, Burger",Delivery,BTM,4.1,600.0
Veruthe Oru Thattukada,Yes,No,27,BTM,Quick Bites,"Kerala, South Indian",Delivery,BTM,3.7,400.0
Delicacy,Yes,No,519,Koramangala 4th Block,Casual Dining,"Chinese, Thai, Momos",Delivery,BTM,3.9,500.0
WTF,Yes,No,90,Koramangala 5th Block,Cafe,"Cafe, Continental",Delivery,BTM,4.1,600.0
Flavour of Himalaya,Yes,No,24,Koramangala 5th Block,Quick Bites,Asian,Delivery,BTM,3.7,500.0
Chilld Monk,Yes,No,8,BTM,Dessert Parlor,"Desserts, Ice Cream",Delivery,BTM,3.5,250.0
Hum Biryani,Yes,No,17,BTM,Delivery,"Biryani, North Indian",Delivery,BTM,3.4,600.0
Ganesh Restaurant,Yes,No,51,Koramangala 5th Block,Quick Bites,"Chinese, Street Food",Delivery,BTM,3.7,300.0
Stories,Yes,Yes,2192,JP Nagar,"Pub, Casual Dining","American, Chinese, Continental, North Indian",Delivery,BTM,4.2,1200.0
Paratha Singh Pakora King,Yes,No,36,Koramangala 6th Block,Quick Bites,"Rajasthani, North Indian, Street Food",Delivery,BTM,3.7,300.0
Eshmeet Da Dhaba,Yes,No,120,Koramangala 6th Block,Casual Dining,"North Indian, Chinese",Delivery,BTM,3.1,500.0
Moolehatti Donne Biryani Mane,Yes,No,218,HSR,Quick Bites,"Biryani, Chinese, North Indian, Kebab",Delivery,BTM,3.6,400.0
Ice Stone Creamery,Yes,No,42,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",Delivery,BTM,3.7,400.0
Foodiesthan,Yes,No,59,HSR,Cafe,"Cafe, Fast Food, North Indian",Delivery,BTM,3.7,600.0
Juice Shop,Yes,No,22,BTM,"Takeaway, Delivery","Juices, Beverages, Ice Cream",Delivery,BTM,3.5,150.0
Asia Kitchen By Mainland China,Yes,Yes,2178,Koramangala 5th Block,"Casual Dining, Bar","Asian, Chinese, Thai, Momos",Delivery,BTM,4.9,1500.0
Howrah Bridge,Yes,No,292,HSR,Casual Dining,"Bengali, Seafood",Delivery,BTM,3.3,600.0
Ghee Positive,Yes,No,48,Koramangala 8th Block,Quick Bites,"North Indian, Chinese",Delivery,BTM,3.8,300.0
Sarvam,Yes,No,122,HSR,Casual Dining,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",Delivery,BTM,3.6,550.0
Roll Over,Yes,No,240,JP Nagar,Dessert Parlor,"Desserts, Ice Cream, Beverages, Fast Food, Sandwich",Delivery,BTM,4.1,500.0
Mockaholic Restro Beer Cafe,Yes,No,914,JP Nagar,Bar,"North Indian, Chinese, Pizza, BBQ",Delivery,BTM,3.9,1000.0
The Monalisa Restaurant,Yes,No,4,Koramangala 5th Block,Quick Bites,Chinese,Delivery,BTM,3.3,300.0
Marwa Restaurant,Yes,Yes,551,Bannerghatta Road,Casual Dining,"North Indian, Chinese, Fast Food, BBQ",Delivery,BTM,3.5,600.0
Tibetan Mother's Kitchen,Yes,No,957,Koramangala 7th Block,Casual Dining,"Tibetan, Chinese, Momos",Delivery,BTM,4.0,500.0
Pecos Hideout,No,Yes,165,BTM,Bar,Finger Food,Delivery,BTM,4.0,1100.0
Hanoi - Vietnamese Cuisine,Yes,Yes,1796,Koramangala 4th Block,Casual Dining,Vietnamese,Delivery,BTM,4.4,1000.0
Yum In My Tum,Yes,No,99,BTM,Quick Bites,"Chinese, Continental, Fast Food, Healthy Food",Delivery,BTM,4.1,300.0
Once In Nature,Yes,No,37,JP Nagar,Quick Bites,Healthy Food,Delivery,BTM,3.7,300.0
Gud Dhani,Yes,No,827,BTM,Casual Dining,Rajasthani,Delivery,BTM,4.0,500.0
Royal Paris,Yes,No,68,BTM,Casual Dining,"North Indian, Arabian, Chinese",Delivery,BTM,3.9,1000.0
What'sinaPita,Yes,No,231,Koramangala 1st Block,Delivery,"Mediterranean, Middle Eastern, Wraps, Rolls",Delivery,BTM,3.9,400.0
David's Kitchen,Yes,No,13,BTM,Quick Bites,"North Indian, South Indian, Chinese",Delivery,BTM,3.5,200.0
Daniyal's,Yes,No,42,BTM,Quick Bites,"North Indian, Biryani, Mughlai, Kebab",Delivery,BTM,3.1,800.0
Smally's Resto Cafe,Yes,Yes,1692,Koramangala 5th Block,Cafe,"Cafe, Italian, Burger, American, Steak",Delivery,BTM,4.2,650.0
Tarbouche,Yes,No,265,Koramangala 5th Block,Kiosk,"Turkish, Rolls",Delivery,BTM,4.0,300.0
Fujian Express,Yes,No,16,HSR,Quick Bites,"Chinese, Thai, American, Momos",Delivery,BTM,3.2,200.0
Desi Flavours,Yes,No,121,Koramangala 1st Block,Quick Bites,"North Indian, Chinese, Biryani",Delivery,BTM,3.9,400.0
Swaadam Veg,Yes,No,34,BTM,Casual Dining,"South Indian, Chinese",Delivery,BTM,3.6,300.0
Bakers77,Yes,No,36,Jayanagar,"Bakery, Quick Bites","Bakery, Fast Food",Delivery,BTM,4.0,400.0
Mustard Food Court,Yes,No,163,Koramangala 3rd Block,Casual Dining,"North Indian, Chinese",Delivery,BTM,3.6,500.0
Once Upon A Flame,Yes,No,2062,HSR,Casual Dining,"Steak, Continental, Burger, BBQ",Delivery,BTM,4.5,1200.0
Karahi Kitchen,Yes,No,163,Koramangala 5th Block,Delivery,"Andhra, Biryani, Chinese",Delivery,BTM,3.9,300.0
Nagas,Yes,No,7,HSR,Quick Bites,"Andhra, Hyderabadi, North Indian",Delivery,BTM,2.9,300.0
Stoned Monkey,Yes,No,507,Koramangala 6th Block,Dessert Parlor,"Desserts, Ice Cream",Delivery,BTM,4.1,500.0
Chung Wah,Yes,No,536,Bannerghatta Road,Casual Dining,"Chinese, Thai, Momos, Vietnamese",Delivery,BTM,4.0,800.0
The Shawarma Shop,Yes,No,381,BTM,Quick Bites,Arabian,Delivery,BTM,4.1,250.0
Nilu Ki Rasoi,Yes,No,37,BTM,Quick Bites,"North Indian, Chinese",Delivery,BTM,3.7,250.0
New Kabab Zone,Yes,No,83,Bannerghatta Road,Quick Bites,"North Indian, Fast Food",Delivery,BTM,3.7,500.0
Brownie Heaven,Yes,No,16,Koramangala 5th Block,Dessert Parlor,Desserts,Delivery,BTM,3.9,300.0
Ruh's Cafe,Yes,No,464,BTM,Cafe,"Cafe, American, Italian, Continental, Chinese",Delivery,BTM,4.1,500.0
Barbeque Delight,Yes,No,65,Koramangala 5th Block,Casual Dining,"Arabian, Kerala, North Indian, Chinese, BBQ",Delivery,BTM,3.7,800.0
Milk N Shakes,Yes,No,45,Koramangala 8th Block,Beverage Shop,Beverages,Delivery,BTM,3.7,300.0
Fritz Haber,Yes,No,397,HSR,Dessert Parlor,"Ice Cream, Desserts",Delivery,BTM,4.1,450.0
Chicken Corner,Yes,No,25,BTM,Quick Bites,"Biryani, North Indian, Fast Food, Chinese",Delivery,BTM,3.7,400.0
Bombay Kulfi,Yes,No,18,Jayanagar,Dessert Parlor,"Desserts, Ice Cream",Delivery,BTM,3.8,150.0
Bangaliana,Yes,No,452,Koramangala 7th Block,Casual Dining,Bengali,Delivery,BTM,3.9,600.0
Rolla Rappa,Yes,No,176,HSR,Delivery,"Biryani, Fast Food, Rolls, Momos",Delivery,BTM,3.6,400.0
Basmati Delights,Yes,No,869,BTM,Delivery,"Biryani, Chinese, Mughlai, Fast Food, Kebab",Delivery,BTM,4.0,500.0
Tawa Ghar Ka,Yes,No,331,HSR,Quick Bites,North Indian,Delivery,BTM,3.8,350.0
Uday Sweets,Yes,No,33,Koramangala 5th Block,Sweet Shop,"Mithai, Fast Food",Delivery,BTM,3.8,250.0
D Fusion,Yes,No,9,Bommanahalli,Quick Bites,"Fast Food, Chinese",Delivery,BTM,3.5,400.0
Vidya Cafe,Yes,No,4,JP Nagar,Quick Bites,"Burger, Fast Food, Desserts, Sandwich",Delivery,BTM,3.2,300.0
Mitran Da Junction,Yes,No,320,Koramangala 6th Block,Quick Bites,North Indian,Delivery,BTM,4.1,600.0
Freshies Gourmet Salads,Yes,No,17,HSR,"Takeaway, Delivery","Salad, Healthy Food",Delivery,BTM,3.7,350.0
Bansuri Sweets,No,No,110,BTM,Quick Bites,"Street Food, North Indian",Delivery,BTM,3.8,200.0
Lassi Darbar,Yes,No,11,BTM,Beverage Shop,"Ice Cream, Juices, Beverages",Delivery,BTM,3.6,200.0
Lot Like Crepes,Yes,No,1022,Koramangala 7th Block,"Cafe, Dessert Parlor","Cafe, Desserts, Continental",Delivery,BTM,4.7,550.0
Gramin,Yes,No,3447,Koramangala 7th Block,Casual Dining,North Indian,Delivery,BTM,4.3,600.0
Tenzin Kitchen,Yes,No,522,Koramangala 7th Block,Quick Bites,"Tibetan, Chinese, Momos",Delivery,BTM,4.2,450.0
Raichur Biryani House,Yes,No,283,HSR,Quick Bites,"Biryani, North Indian, Chinese",Delivery,BTM,3.8,400.0
Yummerica Fries,No,No,16,BTM,Quick Bites,"Fast Food, Beverages",Delivery,BTM,3.3,300.0
Hot Burg,Yes,No,51,Bannerghatta Road,Quick Bites,"Fast Food, Juices",Delivery,BTM,3.5,200.0
Willys Top Cafe,Yes,No,310,Jayanagar,Cafe,"Cafe, Continental, Asian",Delivery,BTM,4.0,750.0
New Prashanth Hotel,Yes,No,142,Jayanagar,Casual Dining,"South Indian, Biryani, Chinese, North Indian",Delivery,BTM,3.6,750.0
Laziz Pizza,Yes,No,41,Koramangala 7th Block,Quick Bites,"Fast Food, Burger, Pizza",Delivery,BTM,3.8,400.0
Al Hayath,No,No,17,BTM,Quick Bites,"North Indian, Chinese",Delivery,BTM,3.5,200.0
Kumarakom,Yes,Yes,1166,HSR,Casual Dining,"Kerala, Seafood, South Indian, North Indian, Chinese",Delivery,BTM,3.8,600.0
Babu Moshai,Yes,No,43,Bannerghatta Road,Quick Bites,"Fast Food, Bengali",Delivery,BTM,3.1,500.0
Shanghai Court,Yes,No,421,Bannerghatta Road,Casual Dining,"Chinese, Thai",Delivery,BTM,4.2,700.0
Ascharya Hotel,Yes,No,11,Koramangala 5th Block,Quick Bites,"Mangalorean, South Indian",Delivery,BTM,3.4,300.0
Dev's Gugababa,Yes,No,177,BTM,Quick Bites,"Bengali, North Indian, Chinese",Delivery,BTM,3.5,500.0
DinePost9,Yes,No,226,Koramangala 1st Block,Delivery,"North Indian, South Indian, Chinese, Continental",Delivery,BTM,3.9,450.0
WAFL Co,Yes,No,50,Koramangala 5th Block,Dessert Parlor,"Desserts, Beverages",Delivery,BTM,4.3,400.0
Oh My Biryani,Yes,No,439,HSR,"Takeaway, Delivery","Biryani, North Indian",Delivery,BTM,3.7,550.0
Kinpeetos,Yes,No,64,Koramangala 5th Block,Quick Bites,"Lebanese, Greek",Delivery,BTM,3.9,300.0
Pipabu,Yes,No,74,Koramangala 4th Block,Casual Dining,"Continental, Italian, Chinese",Delivery,BTM,3.8,750.0
Nutri Fit,Yes,No,5,HSR,"Takeaway, Delivery",Healthy Food,Delivery,BTM,3.4,300.0
Punjabi by Nature 2.0,Yes,Yes,3230,BTM,"Casual Dining, Microbrewery",North Indian,Delivery,BTM,4.2,1600.0
Curry Leaves,Yes,No,232,Jayanagar,Casual Dining,"Andhra, North Indian, Chinese",Delivery,BTM,3.8,600.0
Biryani Miya,Yes,No,37,JP Nagar,Delivery,"Biryani, North Indian",Delivery,BTM,3.7,600.0
Abhiruchi Hotel,Yes,No,12,Bommanahalli,Casual Dining,"North Indian, South Indian, Chinese",Delivery,BTM,3.2,500.0
Ishta Cafe,Yes,No,41,Jayanagar,Quick Bites,"Pizza, South Indian, Healthy Food",Delivery,BTM,3.9,500.0
D View Cafe,Yes,No,508,JP Nagar,"Cafe, Quick Bites","Cafe, Italian, Chinese, Beverages",Delivery,BTM,4.0,1000.0
Chai Culture,Yes,No,8,Jayanagar,Beverage Shop,Beverages,Delivery,BTM,3.6,200.0
Ambara Gardenia,Yes,Yes,256,Bannerghatta Road,Casual Dining,"Andhra, North Indian, Chinese, Seafood",Delivery,BTM,3.8,800.0
Nellore Ruchulu,Yes,No,31,Bannerghatta Road,Casual Dining,"North Indian, South Indian, Chinese",Delivery,BTM,3.7,800.0
Brewsky,Yes,Yes,4315,JP Nagar,Microbrewery,"Continental, American",Delivery,BTM,4.4,1600.0
Stoner,Yes,No,2594,Koramangala 5th Block,"Dessert Parlor, Cafe","Ice Cream, Cafe, Pizza, Burger, Desserts, Beverages",Delivery,BTM,4.5,500.0
Baba Chatkora,Yes,No,820,Koramangala 6th Block,Casual Dining,North Indian,Delivery,BTM,4.2,1000.0
The Rasoiya Street,Yes,Yes,1318,HSR,Casual Dining,"North Indian, Continental, Mediterranean, Chinese",Delivery,BTM,4.1,800.0
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,1101,HSR,Cafe,"Cafe, Continental, Pizza, Salad",Delivery,BTM,4.3,700.0
Chulha Chauki Da Dhaba,Yes,No,2374,JP Nagar,Casual Dining,North Indian,Delivery,BTM,4.3,800.0
Smise,Yes,Yes,1205,Koramangala 4th Block,Cafe,"Cafe, Continental, Italian, Burger, Pizza",Delivery,BTM,4.0,650.0
Mystique Palate,Yes,No,337,Jayanagar,Quick Bites,"Chinese, Fast Food",Delivery,BTM,4.1,300.0
A Hole Lotta Love Cafe,Yes,No,2859,Koramangala 5th Block,Cafe,"Cafe, American, Burger, Sandwich, Beverages",Delivery,BTM,4.4,600.0
Ilyazsab The House Of Chicken,Yes,No,117,BTM,Quick Bites,"Rolls, Kebab",Delivery,BTM,4.0,250.0
Tall Blonde French,Yes,No,721,Koramangala 5th Block,Quick Bites,Fast Food,Delivery,BTM,4.3,400.0
The Paramount Hotel,Yes,No,239,Koramangala 5th Block,Casual Dining,"North Indian, Seafood, Biryani, Kerala",Delivery,BTM,3.5,1000.0
The Litti Company,Yes,No,15,Koramangala 4th Block,"Takeaway, Delivery",Bihari,Delivery,BTM,3.7,400.0
Rafees Biryani,Yes,No,28,Koramangala 5th Block,"Takeaway, Delivery","Biryani, North Indian, Desserts",Delivery,BTM,3.7,600.0
Karavali Grand,Yes,No,26,Koramangala 5th Block,Casual Dining,"Mangalorean, Seafood, North Indian, Chinese",Delivery,BTM,3.7,600.0
Meenu Oota Da Maane,Yes,Yes,293,Koramangala 5th Block,Casual Dining,"Seafood, Mangalorean, Chinese",Delivery,BTM,4.2,800.0
TheRiceBowl.In,Yes,No,19,BTM,Takeaway,"Biryani, North Indian",Delivery,BTM,3.4,200.0
Juicy Momos,Yes,No,21,Bannerghatta Road,Food Court,"Tibetan, Momos",Delivery,BTM,3.1,250.0
Habibi Falafel,Yes,No,219,Koramangala 1st Block,Quick Bites,"Lebanese, Middle Eastern",Delivery,BTM,4.3,300.0
Cucumber Town,Yes,No,307,BTM,Delivery,"Kerala, North Indian",Delivery,BTM,4.2,600.0
Bonsouth,Yes,Yes,2616,Koramangala 5th Block,Casual Dining,"Chettinad, Andhra, Kerala",Delivery,BTM,4.2,1300.0
BTM Ghar ka Khana,No,No,126,BTM,Quick Bites,North Indian,Delivery,BTM,3.7,200.0
Rolls On Wheels,No,No,13,BTM,Quick Bites,"Fast Food, Rolls, Momos",Delivery,BTM,3.5,200.0
Belgian Waffle Factory,Yes,No,186,Koramangala 5th Block,Dessert Parlor,Desserts,Delivery,BTM,4.8,400.0
Nasi And Mee,Yes,Yes,2386,Koramangala 4th Block,Casual Dining,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",Delivery,BTM,4.4,1000.0
NutBerry,Yes,No,34,HSR,"Dessert Parlor, Beverage Shop","Beverages, Desserts, Fast Food",Delivery,BTM,3.7,150.0
Navami,Yes,No,79,Jayanagar,Casual Dining,"Andhra, North Indian, Chinese, Mangalorean, Seafood, Biryani",Delivery,BTM,3.5,600.0
Shetty's Kitchen,Yes,No,109,Bannerghatta Road,Quick Bites,Mangalorean,Delivery,BTM,3.7,600.0
Aami Bangali,Yes,No,66,Koramangala 5th Block,Casual Dining,Bengali,Delivery,BTM,3.0,700.0
Pizza Stop,Yes,No,386,JP Nagar,Quick Bites,"Pizza, Italian",Delivery,BTM,3.9,600.0
Juice Junction,Yes,No,20,JP Nagar,Beverage Shop,"Juices, Fast Food",Delivery,BTM,2.8,150.0
Tasty Jigarthanda,Yes,No,10,BTM,Beverage Shop,"Beverages, Ice Cream",Delivery,BTM,3.4,150.0
Bake and Juice,Yes,No,15,BTM,Quick Bites,"Fast Food, Beverages",Delivery,BTM,3.5,400.0
The Cuboidal,Yes,No,16,BTM,Quick Bites,"Fast Food, Beverages, Sandwich",Delivery,BTM,3.6,300.0
New Karawali Lunch Home,Yes,No,20,Bannerghatta Road,Quick Bites,Mangalorean,Delivery,BTM,3.5,350.0
Dalma,Yes,No,475,Koramangala 6th Block,Casual Dining,Oriya,Delivery,BTM,3.9,600.0
BANGALORE BOX,Yes,Yes,624,BTM,"Casual Dining, Bar","Asian, Continental, Finger Food",Delivery,BTM,4.1,1500.0
Mid-Night Crunch,Yes,No,455,HSR,"Takeaway, Delivery","North Indian, Chinese",Delivery,BTM,3.6,400.0
RotiCurry,Yes,No,28,HSR,Quick Bites,"Street Food, North Indian",Delivery,BTM,3.1,300.0
Hotel Khaaja,Yes,No,69,Bannerghatta Road,Quick Bites,"Biryani, Fast Food",Delivery,BTM,3.1,250.0
Chavadi,Yes,Yes,2239,Bannerghatta Road,"Casual Dining, Bar","Continental, North Indian, Pizza, Italian",Delivery,BTM,4.4,1200.0
Make It Roll,Yes,No,33,HSR,Quick Bites,"Rolls, Salad, Sandwich",Delivery,BTM,3.8,400.0
Tarbouche,Yes,No,12,BTM,Quick Bites,"Turkish, Rolls",Delivery,BTM,3.8,300.0
Roots,Yes,Yes,1877,Koramangala 1st Block,"Casual Dining, Bar","North Indian, South Indian, Chinese, Continental, Mangalorean",Delivery,BTM,4.5,1200.0
Bamey's Restro Cafe,Yes,No,532,Koramangala 5th Block,Casual Dining,"Chinese, Singaporean, Thai, Asian, Nepalese, Momos",Delivery,BTM,4.2,600.0
Shaap,Yes,No,207,Koramangala 5th Block,Casual Dining,"Kerala, Seafood",Delivery,BTM,3.6,500.0
Sultans of Spice,Yes,Yes,3458,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, Salad",Delivery,BTM,4.5,1300.0
Kolkata Famous Kati Roll,Yes,No,11,JP Nagar,Quick Bites,"Rolls, Chinese",Delivery,BTM,3.5,200.0
DeliBox.in,Yes,No,67,BTM,Delivery,South Indian,Delivery,BTM,3.7,150.0
Waffle Head,Yes,No,36,BTM,"Dessert Parlor, Beverage Shop","Desserts, Beverages, Bakery, Ice Cream",Delivery,BTM,4.0,300.0
The Coastal Crew by Fujian on 24th,Yes,Yes,1031,JP Nagar,"Casual Dining, Bar","Chinese, Thai, Seafood, North Indian, Momos",Delivery,BTM,4.2,1100.0
Taste of Nepal,Yes,No,22,Koramangala 8th Block,Quick Bites,"Nepalese, Momos, Chinese",Delivery,BTM,3.5,350.0
Haagen Dazs,Yes,No,77,Koramangala 7th Block,Dessert Parlor,"Ice Cream, Desserts",Delivery,BTM,3.9,800.0
Potato Bae,Yes,No,51,Koramangala 5th Block,Quick Bites,Fast Food,Delivery,BTM,4.0,500.0
Bistro Oui,Yes,Yes,400,Koramangala 5th Block,"Cafe, Bar","Cafe, Continental, Salad, Steak",Delivery,BTM,4.1,1200.0
Meal & Biryani,Yes,No,19,Bommanahalli,Quick Bites,"Andhra, South Indian",Delivery,BTM,3.6,450.0
Grills & Rolls,Yes,No,321,JP Nagar,Quick Bites,"North Indian, Chinese, Fast Food, Rolls, Juices",Delivery,BTM,2.5,400.0
Fitnest,Yes,No,16,BTM,Delivery,"Healthy Food, North Indian",Delivery,BTM,3.2,350.0
Go Native,Yes,Yes,1258,Jayanagar,"Casual Dining, Cafe","Healthy Food, Cafe, Beverages",Delivery,BTM,4.3,800.0
Mother's Rasoi,Yes,No,171,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Momos",Delivery,BTM,3.8,250.0
Sonar Bangala,Yes,No,76,Koramangala 5th Block,Quick Bites,"Bengali, North Indian",Delivery,BTM,3.8,500.0
Cochin Connection,Yes,No,41,Koramangala 6th Block,Food Court,"Kerala, South Indian",Delivery,BTM,3.6,500.0
Krem,Yes,No,61,Koramangala 5th Block,Dessert Parlor,"Desserts, Ice Cream, Beverages, Sandwich",Delivery,BTM,4.1,450.0
Samaikya,Yes,Yes,533,HSR,Casual Dining,"Andhra, Seafood, Biryani",Delivery,BTM,3.9,900.0
Aniram's,Yes,No,739,JP Nagar,Delivery,"Chinese, North Indian",Delivery,BTM,4.1,500.0
Alif Restaurant,Yes,No,27,JP Nagar,Casual Dining,"North Indian, Chinese",Delivery,BTM,3.6,600.0
Ross Kitchen,Yes,No,22,BTM,Delivery,Chinese,Delivery,BTM,3.6,400.0
Garma Garam,Yes,No,144,Bannerghatta Road,Quick Bites,"North Indian, Chinese, Biryani, Rolls",Delivery,BTM,3.2,350.0
Crafted Plate,Yes,Yes,239,JP Nagar,"Casual Dining, Cafe","Cafe, Asian, Burger, Continental, Italian, Salad",Delivery,BTM,4.2,600.0
Punjabi Times,Yes,Yes,1027,Bannerghatta Road,Casual Dining,North Indian,Delivery,BTM,4.1,1000.0
